2011-02,726017,0,317580,124430,193149,268022,124657,143364,90591,32399,0,17424,0,6710,47270,671,36651,817321,488870,487456,116375,35584,9620,25963,80790,66775,14015,371081,136525,0,234555,0,1414,84579,8555,669,232956,1688,817321
2011-03,752838,0,327629,130028,197600,281727,129574,152152,94208,29981,0,19291,0,6042,44845,774,24477,828977,494740,493302,119405,37068,10110,26958,82336,67898,14438,373897,137886,0,236011,0,1437,85330,9352,669,237035,1848,828977
2011-04,756262,0,322951,123709,199241,285294,129901,155392,95133,34082,0,18800,0,6990,45489,794,30865,840401,502170,500735,121875,38117,10416,27700,83758,68930,14828,378859,139967,0,238892,0,1435,86100,9457,669,240143,1859,840401
2011-05,767339,0,323664,124690,198974,289998,131416,158581,96994,37613,0,19068,0,7184,44602,803,31047,850976,507686,506158,124050,39028,10754,28273,85021,69749,15272,382108,141352,0,240755,0,1527,87351,9511,669,243907,1850,850976
2011-06,786432,0,333678,132640,201038,294263,133924,160339,101309,36271,0,20909,0,7597,44477,795,22891,862194,514025,512479,126401,40200,11222,28977,86201,70573,15627,386077,144064,0,242013,0,1546,88091,10882,669,246680,1844,862194
2011-07,779731,0,327022,125303,201719,290163,130545,159617,101717,40863,0,19965,0,7463,45183,802,37258,870438,518941,517387,128162,40740,11452,29288,87421,71444,15977,389224,145372,0,243852,0,1553,89882,10234,669,248876,1834,870438
2011-08,786797,0,327286,126402,200883,293971,130802,163169,103700,41878,0,19960,0,7732,45775,802,40743,881851,524425,522877,130050,41619,11913,29706,88431,72155,16276,392826,146959,0,245866,0,1548,91410,10893,669,252645,1805,881851
2011-09,794100,0,337212,130681,206530,290918,124966,165951,106658,38160,0,21150,0,7393,47145,797,41460,890896,529118,527620,131863,42505,12473,30031,89357,72846,16511,395757,149278,0,246479,0,1497,91968,12251,669,255118,1770,890896
2011-10,791884,0,329939,126192,203747,291819,132232,159587,107118,42110,0,20896,0,8330,46579,797,51047,898639,534986,533475,133170,42836,12681,30154,90333,73616,16716,400305,152064,0,248240,0,1511,93836,12492,669,254869,1784,898639
2011-11,795113,0,332043,127531,204511,295559,134061,161498,107887,38348,0,21274,0,8716,47317,823,53930,905902,540616,539100,134605,43136,13019,30117,91469,74514,16954,404494,154917,0,249577,0,1515,95725,12555,669,254590,1744,905902
